Cohort group type,Cohort group value,Cohort day,Month 9,Month 8,Month 7,Month 6,Month 5,Month 4,Month 3,Month 2,Month 1,Month 0
Last active day,Sent first message,04/10/13,0,-62,-38,-16,-4,0,212,0,0,0
Last active day,Sent first message,04/11/13,0,-60,-40,-19,-4,0,262,0,0,0
Last active day,Sent first message,04/12/13,0,-54,-29,-20,-5,0,228,0,0,0
Last active day,Sent first message,04/13/13,0,-56,-36,-17,-5,0,193,0,0,0
Last active day,Sent first message,04/14/13,0,-57,-41,-18,-6,0,222,0,0,0
Last active day,Sent first message,04/15/13,0,-54,-32,-16,-7,0,210,0,0,0
Last active day,Sent first message,04/16/13,0,-64,-41,-16,-5,0,229,0,0,0
Last active day,Sent first message,04/17/13,0,-75,-33,-24,-6,0,228,0,0,0
Last active day,Sent first message,04/18/13,0,-76,-36,-25,-6,0,232,0,0,0
Last active day,Sent first message,04/19/13,0,-64,-46,-18,-9,0,217,0,0,0
Last active day,Sent first message,04/20/13,0,-57,-45,-25,-9,-1,207,0,0,0
Last active day,Sent first message,04/21/13,0,-64,-38,-27,-9,-1,242,0,0,0
Last active day,Sent first message,04/22/13,0,-61,-39,-20,-8,-1,210,0,0,0
Last active day,Sent first message,04/23/13,0,-5,-38,-23,-11,-1,261,0,0,0
Last active day,Sent first message,04/24/13,0,0,-45,-29,-8,-1,230,0,0,0
Last active day,Sent first message,04/25/13,0,0,-47,-27,-9,-1,211,0,0,0
Last active day,Sent first message,04/26/13,0,0,-53,-26,-12,-2,236,0,0,0
Last active day,Sent first message,04/27/13,0,0,-55,-25,-10,-2,205,0,0,0
Last active day,Sent first message,04/28/13,0,0,-52,-32,-11,-2,229,0,0,0
Last active day,Sent first message,04/29/13,0,0,-50,-26,-13,-2,259,0,0,0
Last active day,Sent first message,04/30/13,0,0,-43,-25,-14,-2,249,0,0,0
Last active day,Sent first message,05/01/13,0,0,-45,-33,-11,-2,274,0,0,0
Last active day,Sent first message,05/02/13,0,0,-57,-29,-14,-2,201,0,0,0
Last active day,Sent first message,05/03/13,0,0,-61,-33,-12,-4,0,248,0,0
Last active day,Sent first message,05/04/13,0,0,-64,-36,-13,-4,0,207,0,0
Last active day,Sent first message,05/05/13,0,0,-58,-38,-13,-3,0,212,0,0
Last active day,Sent first message,05/06/13,0,0,-64,-37,-16,-3,0,255,0,0
Last active day,Sent first message,05/07/13,0,0,-59,-39,-18,-3,0,215,0,0
Last active day,Sent first message,05/08/13,0,0,-49,-32,-17,-5,0,225,0,0
Last active day,Sent first message,05/09/13,0,0,-70,-34,-14,-5,0,266,0,0
Last active day,Sent first message,05/10/13,0,0,-52,-42,-21,-5,0,259,0,0
Last active day,Sent first message,05/11/13,0,0,-68,-32,-19,-7,0,232,0,0
Last active day,Sent first message,05/12/13,0,0,-65,-37,-22,-6,0,261,0,0
Last active day,Sent first message,05/13/13,0,0,-71,-35,-19,-5,0,271,0,0
Last active day,Sent first message,05/14/13,0,0,-65,-38,-17,-7,0,222,0,0
Last active day,Sent first message,05/15/13,0,0,-56,-36,-22,-6,0,270,0,0
Last active day,Sent first message,05/16/13,0,0,-64,-48,-18,-8,0,259,0,0
Last active day,Sent first message,05/17/13,0,0,-77,-35,-19,-6,0,247,0,0
Last active day,Sent first message,05/18/13,0,0,-55,-47,-25,-8,0,283,0,0
Last active day,Sent first message,05/19/13,0,0,-73,-42,-22,-9,0,198,0,0
Last active day,Sent first message,05/20/13,0,0,-67,-44,-20,-10,-1,205,0,0
Last active day,Sent first message,05/21/13,0,0,-71,-40,-27,-9,-1,202,0,0
Last active day,Sent first message,05/22/13,0,0,-81,-52,-22,-8,-1,234,0,0
Last active day,Sent first message,05/23/13,0,0,-73,-51,-26,-11,-1,262,0,0
Last active day,Sent first message,05/24/13,0,0,-72,-44,-25,-11,-2,233,0,0
Last active day,Sent first message,05/25/13,0,0,-81,-47,-24,-11,-1,209,0,0
Last active day,Sent first message,05/26/13,0,0,-80,-57,-27,-11,-2,224,0,0
Last active day,Sent first message,05/27/13,0,0,-82,-42,-27,-9,-2,224,0,0
Last active day,Sent first message,05/28/13,0,0,-94,-55,-29,-13,-2,259,0,0
Last active day,Sent first message,05/29/13,0,0,-62,-53,-30,-11,-2,223,0,0
Last active day,Sent first message,05/30/13,0,0,0,-54,-26,-12,-2,224,0,0
Last active day,Sent first message,05/31/13,0,0,0,-53,-32,-14,-3,224,0,0
Last active day,Sent first message,06/01/13,0,0,0,-53,-28,-13,-4,279,0,0
Last active day,Sent first message,06/02/13,0,0,0,-61,-28,-12,-3,0,215,0
Last active day,Sent first message,06/03/13,0,0,0,-56,-37,-18,-4,0,240,0
Last active day,Sent first message,06/04/13,0,0,0,-50,-30,-18,-4,0,245,0
Last active day,Sent first message,06/05/13,0,0,0,-70,-30,-17,-4,0,269,0
Last active day,Sent first message,06/06/13,0,0,0,-71,-40,-19,-4,0,290,0
Last active day,Sent first message,06/07/13,0,0,0,-60,-33,-19,-5,0,225,0
Last active day,Sent first message,06/08/13,0,0,0,-58,-31,-14,-5,0,211,0
Last active day,Sent first message,06/09/13,0,0,0,-64,-44,-21,-5,0,240,0
Last active day,Sent first message,06/10/13,0,0,0,-59,-35,-19,-6,0,211,0
Last active day,Sent first message,06/11/13,0,0,0,-66,-47,-19,-6,0,266,0
Last active day,Sent first message,06/12/13,0,0,0,-57,-39,-23,-6,0,218,0
Last active day,Sent first message,06/13/13,0,0,0,-58,-40,-19,-7,0,289,0
Last active day,Sent first message,06/14/13,0,0,0,-55,-40,-19,-7,0,211,0
Last active day,Sent first message,06/15/13,0,0,0,-73,-45,-18,-9,0,234,0
Last active day,Sent first message,06/16/13,0,0,0,-60,-35,-20,-9,0,281,0
Last active day,Sent first message,06/17/13,0,0,0,-59,-38,-20,-9,0,236,0
Last active day,Sent first message,06/18/13,0,0,0,-79,-41,-26,-7,-1,241,0
Last active day,Sent first message,06/19/13,0,0,0,-64,-38,-23,-8,-1,220,0
Last active day,Sent first message,06/20/13,0,0,0,-66,-54,-23,-9,-1,204,0
Last active day,Sent first message,06/21/13,0,0,0,-76,-48,-28,-8,-1,207,0
Last active day,Sent first message,06/22/13,0,0,0,-87,-39,-28,-11,-1,294,0
Last active day,Sent first message,06/23/13,0,0,0,-77,-52,-32,-9,-2,203,0
Last active day,Sent first message,06/24/13,0,0,0,-68,-48,-33,-11,-2,288,0
Last active day,Sent first message,06/25/13,0,0,0,-89,-44,-23,-13,-2,203,0
Last active day,Sent first message,06/26/13,0,0,0,-77,-53,-35,-11,-2,243,0
Last active day,Sent first message,06/27/13,0,0,0,-76,-56,-27,-11,-3,208,0
Last active day,Sent first message,06/28/13,0,0,0,-67,-47,-25,-14,-2,286,0
Last active day,Sent first message,06/29/13,0,0,0,-87,-65,-28,-15,-3,229,0
Last active day,Sent first message,06/30/13,0,0,0,-97,-58,-38,-15,-3,246,0
Last active day,Sent first message,07/01/13,0,0,0,-80,-54,-30,-17,-3,225,0
Last active day,Sent first message,07/02/13,0,0,0,-77,-68,-33,-12,-3,0,210
Last active day,Sent first message,07/03/13,0,0,0,-102,-50,-39,-13,-3,0,261
Last active day,Sent first message,07/04/13,0,0,0,-82,-58,-33,-18,-4,0,211
Last active day,Sent first message,07/05/13,0,0,0,-82,-62,-41,-18,-4,0,281
Last active day,Sent first message,07/06/13,0,0,0,-101,-52,-40,-19,-5,0,260
Last active day,Sent first message,07/07/13,0,0,0,-91,-65,-37,-20,-4,0,275
Last active day,Sent first message,07/08/13,0,0,0,-103,-58,-39,-18,-6,0,297
Last active day,Sent first message,07/09/13,0,0,0,-98,-68,-38,-16,-4,0,277
Last active day,Sent first message,07/10/13,0,0,0,-107,-73,-41,-19,-7,0,286
Last active day,Sent first message,07/11/13,0,0,0,-112,-69,-34,-17,-6,0,243
Last active day,Sent first message,07/12/13,0,0,0,-106,-77,-35,-20,-6,0,272
Last active day,Sent first message,07/13/13,0,0,0,-84,-68,-50,-19,-6,0,287
Last active day,Sent first message,07/14/13,0,0,0,-106,-55,-35,-25,-8,0,284
Last active day,Sent first message,07/15/13,0,0,0,-96,-72,-37,-22,-8,0,286
Last active day,Sent first message,07/16/13,0,0,0,-81,-79,-36,-22,-7,0,210
Last active day,Sent first message,07/17/13,0,0,0,-104,-77,-42,-20,-8,-1,205
Last active day,Sent first message,07/18/13,0,0,0,-114,-73,-40,-21,-10,-1,251
Last active day,Sent first message,07/19/13,0,0,0,-91,-85,-55,-22,-9,-1,290
Last active day,Sent first message,07/20/13,0,0,0,-111,-73,-49,-28,-11,-1,254
Last active day,Sent first message,07/21/13,0,0,0,-27,-84,-40,-27,-11,-1,281
Last active day,Sent first message,07/22/13,0,0,0,0,-75,-45,-23,-11,-1,273
Last active day,Sent first message,07/23/13,0,0,0,0,-81,-43,-27,-13,-2,284
Last active day,Sent first message,07/24/13,0,0,0,0,-65,-48,-27,-9,-2,263
Last active day,Sent first message,07/25/13,0,0,0,0,-75,-58,-26,-11,-2,222
Last active day,Sent first message,07/26/13,0,0,0,0,-69,-58,-31,-14,-2,276
Last active day,Sent first message,07/27/13,0,0,0,0,-86,-52,-25,-13,-2,256
Last active day,Sent first message,07/28/13,0,0,0,0,-82,-56,-28,-11,-2,284
Last active day,Sent first message,07/29/13,0,0,0,0,-76,-52,-29,-15,-2,201
Last active day,Sent first message,07/30/13,0,0,0,0,-67,-49,-27,-16,-3,205
Last active day,Sent first message,07/31/13,0,0,0,0,-101,-60,-27,-16,-3,218
Last active day,Unlocked first achievement,10/05/12,198,0,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,10/06/12,218,0,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,10/07/12,191,0,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,10/08/12,192,0,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,10/09/12,245,0,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,10/10/12,217,0,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,10/11/12,258,0,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,10/12/12,236,0,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,10/13/12,260,0,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,10/14/12,203,0,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,10/15/12,206,0,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,10/16/12,183,0,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,10/17/12,221,0,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,10/18/12,203,0,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,10/19/12,219,0,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,10/20/12,183,0,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,10/21/12,262,0,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,10/22/12,208,0,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,10/23/12,192,0,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,10/24/12,220,0,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,10/25/12,251,0,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,10/26/12,197,0,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,10/27/12,223,0,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,10/28/12,217,0,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,10/29/12,245,0,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,10/30/12,271,0,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,10/31/12,204,0,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,11/01/12,209,0,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,11/02/12,194,0,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,11/03/12,238,0,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,11/04/12,0,265,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,11/05/12,0,270,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,11/06/12,0,203,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,11/07/12,0,193,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,11/08/12,0,215,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,11/09/12,0,269,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,11/10/12,0,242,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,11/11/12,0,266,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,11/12/12,0,217,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,11/13/12,0,266,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,11/14/12,0,195,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,11/15/12,0,223,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,11/16/12,0,203,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,11/17/12,0,206,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,11/18/12,0,278,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,11/19/12,0,192,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,11/20/12,0,280,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,11/21/12,-1,239,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,11/22/12,-1,242,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,11/23/12,-1,205,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,11/24/12,-1,280,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,11/25/12,-1,270,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,11/26/12,-1,279,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,11/27/12,-1,216,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,11/28/12,-2,242,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,11/29/12,-2,197,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,11/30/12,-3,205,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,12/01/12,-2,200,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,12/02/12,-3,236,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,12/03/12,-2,194,0,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,12/04/12,-3,0,279,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,12/05/12,-4,0,232,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,12/06/12,-3,0,280,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,12/07/12,-4,0,243,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,12/08/12,-4,0,223,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,12/09/12,-5,0,233,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,12/10/12,-5,0,289,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,12/11/12,-6,0,245,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,12/12/12,-5,0,288,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,12/13/12,-7,0,243,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,12/14/12,-7,0,220,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,12/15/12,-8,0,259,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,12/16/12,-8,0,196,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,12/17/12,-8,0,201,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,12/18/12,-9,0,278,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,12/19/12,-6,-1,259,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,12/20/12,-9,-1,278,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,12/21/12,-10,-1,284,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,12/22/12,-11,-1,292,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,12/23/12,-8,-1,253,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,12/24/12,-11,-1,282,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,12/25/12,-11,-2,235,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,12/26/12,-10,-1,206,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,12/27/12,-13,-1,215,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,12/28/12,-11,-2,283,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,12/29/12,-13,-2,235,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,12/30/12,-14,-2,234,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,12/31/12,-15,-3,257,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,01/01/13,-15,-3,273,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,01/02/13,-14,-4,294,0,0,0,0,0,0,0
Last active day,Unlocked first achievement,01/03/13,-14,-3,0,205,0,0,0,0,0,0
Last active day,Unlocked first achievement,01/04/13,-14,-4,0,234,0,0,0,0,0,0
Last active day,Unlocked first achievement,01/05/13,-13,-3,0,256,0,0,0,0,0,0
Last active day,Unlocked first achievement,01/06/13,-17,-4,0,203,0,0,0,0,0,0
Last active day,Unlocked first achievement,01/07/13,-13,-4,0,225,0,0,0,0,0,0
Last active day,Unlocked first achievement,01/08/13,-18,-5,0,199,0,0,0,0,0,0
Last active day,Unlocked first achievement,01/09/13,-16,-5,0,247,0,0,0,0,0,0
Last active day,Unlocked first achievement,01/10/13,-22,-6,0,271,0,0,0,0,0,0
Last active day,Unlocked first achievement,01/11/13,-21,-6,0,268,0,0,0,0,0,0
Last active day,Unlocked first achievement,01/12/13,-22,-6,0,224,0,0,0,0,0,0
Last active day,Unlocked first achievement,01/13/13,-23,-7,0,204,0,0,0,0,0,0
Last active day,Unlocked first achievement,01/14/13,-22,-6,0,268,0,0,0,0,0,0
Last active day,Unlocked first achievement,01/15/13,-19,-6,0,287,0,0,0,0,0,0
Last active day,Unlocked first achievement,01/16/13,-22,-6,0,297,0,0,0,0,0,0
Last active day,Unlocked first achievement,01/17/13,-20,-8,0,290,0,0,0,0,0,0
Last active day,Unlocked first achievement,01/18/13,-20,-10,0,221,0,0,0,0,0,0
Last active day,Unlocked first achievement,01/19/13,-19,-9,-1,276,0,0,0,0,0,0
Last active day,Unlocked first achievement,01/20/13,-20,-10,-1,280,0,0,0,0,0,0
Last active day,Unlocked first achievement,01/21/13,-26,-10,-1,222,0,0,0,0,0,0
Last active day,Unlocked first achievement,01/22/13,-30,-8,-1,228,0,0,0,0,0,0
Last active day,Unlocked first achievement,01/23/13,-25,-10,-1,252,0,0,0,0,0,0
Last active day,Unlocked first achievement,01/24/13,-23,-9,-2,215,0,0,0,0,0,0
Last active day,Unlocked first achievement,01/25/13,-31,-11,-2,218,0,0,0,0,0,0
Last active day,Unlocked first achievement,01/26/13,-27,-11,-3,233,0,0,0,0,0,0
Last active day,Unlocked first achievement,01/27/13,-34,-12,-4,276,0,0,0,0,0,0
Last active day,Unlocked first achievement,01/28/13,-25,-14,-5,224,0,0,0,0,0,0
Last active day,Unlocked first achievement,01/29/13,-35,-15,-6,259,0,0,0,0,0,0
Last active day,Unlocked first achievement,01/30/13,-25,-12,-7,220,0,0,0,0,0,0
Last active day,Unlocked first achievement,01/31/13,-37,-13,-11,247,0,0,0,0,0,0
Last active day,Unlocked first achievement,02/01/13,-36,-16,-12,222,0,0,0,0,0,0
Last active day,Unlocked first achievement,02/02/13,-34,-13,-12,0,296,0,0,0,0,0
Last active day,Unlocked first achievement,02/03/13,-33,-14,-10,0,265,0,0,0,0,0
Last active day,Unlocked first achievement,02/04/13,-42,-13,-15,0,220,0,0,0,0,0
Last active day,Unlocked first achievement,02/05/13,-34,-18,-13,0,290,0,0,0,0,0
Last active day,Unlocked first achievement,02/06/13,-43,-15,-11,0,263,0,0,0,0,0
Last active day,Unlocked first achievement,02/07/13,-31,-16,-11,0,281,0,0,0,0,0
Last active day,Unlocked first achievement,02/08/13,-44,-20,-11,0,296,0,0,0,0,0
Last active day,Unlocked first achievement,02/09/13,-35,-18,-9,0,220,0,0,0,0,0
Last active day,Unlocked first achievement,02/10/13,-33,-19,-9,0,251,0,0,0,0,0
Last active day,Unlocked first achievement,02/11/13,-46,-22,-7,0,298,0,0,0,0,0
Last active day,Unlocked first achievement,02/12/13,-41,-22,-7,0,299,0,0,0,0,0
Last active day,Unlocked first achievement,02/13/13,-47,-22,-6,0,267,0,0,0,0,0
Last active day,Unlocked first achievement,02/14/13,-36,-26,-8,0,269,0,0,0,0,0
Last active day,Unlocked first achievement,02/15/13,-36,-24,-8,0,202,0,0,0,0,0
Last active day,Unlocked first achievement,02/16/13,-44,-20,-7,0,269,0,0,0,0,0
Last active day,Unlocked first achievement,02/17/13,-45,-25,-7,0,271,0,0,0,0,0
Last active day,Unlocked first achievement,02/18/13,-53,-26,-9,-1,266,0,0,0,0,0
Last active day,Unlocked first achievement,02/19/13,-55,-29,-11,-1,265,0,0,0,0,0
Last active day,Unlocked first achievement,02/20/13,-49,-27,-8,-1,221,0,0,0,0,0
Last active day,Unlocked first achievement,02/21/13,-51,-27,-9,-1,227,0,0,0,0,0
Last active day,Unlocked first achievement,02/22/13,-43,-25,-9,-1,234,0,0,0,0,0
Last active day,Unlocked first achievement,02/23/13,-43,-25,-10,-1,273,0,0,0,0,0
Last active day,Unlocked first achievement,02/24/13,-48,-27,-13,-2,295,0,0,0,0,0
Last active day,Unlocked first achievement,02/25/13,-51,-29,-11,-2,234,0,0,0,0,0
Last active day,Unlocked first achievement,02/26/13,-62,-26,-11,-2,240,0,0,0,0,0
Last active day,Unlocked first achievement,02/27/13,-50,-33,-11,-3,265,0,0,0,0,0
Last active day,Unlocked first achievement,02/28/13,-59,-26,-11,-3,282,0,0,0,0,0
Last active day,Unlocked first achievement,03/01/13,-64,-29,-13,-2,279,0,0,0,0,0
Last active day,Unlocked first achievement,03/02/13,-48,-27,-12,-4,242,0,0,0,0,0
Last active day,Unlocked first achievement,03/03/13,-51,-31,-15,-3,211,0,0,0,0,0
Last active day,Unlocked first achievement,03/04/13,-67,-28,-16,-4,0,241,0,0,0,0
Last active day,Unlocked first achievement,03/05/13,-47,-39,-17,-4,0,199,0,0,0,0
Last active day,Unlocked first achievement,03/06/13,-54,-39,-13,-3,0,228,0,0,0,0
Last active day,Unlocked first achievement,03/07/13,-57,-33,-14,-4,0,254,0,0,0,0
Last active day,Unlocked first achievement,03/08/13,-58,-38,-18,-4,0,280,0,0,0,0
Last active day,Unlocked first achievement,03/09/13,-52,-44,-19,-5,0,279,0,0,0,0
Last active day,Unlocked first achievement,03/10/13,-58,-35,-21,-5,0,263,0,0,0,0
Last active day,Unlocked first achievement,03/11/13,-72,-32,-18,-5,0,219,0,0,0,0
Last active day,Unlocked first achievement,03/12/13,-71,-35,-15,-5,0,236,0,0,0,0
Last active day,Unlocked first achievement,03/13/13,-61,-37,-18,-7,0,254,0,0,0,0
Last active day,Unlocked first achievement,03/14/13,-65,-42,-19,-7,0,217,0,0,0,0
Last active day,Unlocked first achievement,03/15/13,-78,-44,-22,-6,0,236,0,0,0,0
Last active day,Unlocked first achievement,03/16/13,-80,-46,-22,-6,0,225,0,0,0,0
Last active day,Unlocked first achievement,03/17/13,-69,-37,-20,-8,0,236,0,0,0,0
Last active day,Unlocked first achievement,03/18/13,-58,-51,-24,-8,0,264,0,0,0,0
Last active day,Unlocked first achievement,03/19/13,-82,-50,-23,-9,-1,258,0,0,0,0
Last active day,Unlocked first achievement,03/20/13,-83,-50,-24,-10,-1,270,0,0,0,0
Last active day,Unlocked first achievement,03/21/13,-59,-53,-27,-10,-1,220,0,0,0,0
Last active day,Unlocked first achievement,03/22/13,-62,-40,-24,-9,-1,252,0,0,0,0
Last active day,Unlocked first achievement,03/23/13,-78,-44,-23,-10,-1,288,0,0,0,0
Last active day,Unlocked first achievement,03/24/13,-74,-40,-29,-10,-1,207,0,0,0,0
Last active day,Unlocked first achievement,03/25/13,-78,-45,-25,-10,-1,251,0,0,0,0
Last active day,Unlocked first achievement,03/26/13,-86,-54,-24,-10,-1,290,0,0,0,0
Last active day,Unlocked first achievement,03/27/13,-83,-51,-25,-13,-1,229,0,0,0,0
Last active day,Unlocked first achievement,03/28/13,-92,-55,-24,-12,-2,273,0,0,0,0
Last active day,Unlocked first achievement,03/29/13,-89,-53,-28,-15,-3,223,0,0,0,0
Last active day,Unlocked first achievement,03/30/13,-66,-57,-32,-13,-2,268,0,0,0,0
Last active day,Unlocked first achievement,03/31/13,-66,-56,-27,-15,-2,261,0,0,0,0
Last active day,Unlocked first achievement,04/01/13,-74,-52,-29,-13,-3,235,0,0,0,0
Last active day,Unlocked first achievement,04/02/13,-80,-60,-28,-14,-3,244,0,0,0,0
Last active day,Unlocked first achievement,04/03/13,-83,-66,-36,-12,-3,0,231,0,0,0
Last active day,Unlocked first achievement,04/04/13,-98,-59,-29,-17,-3,0,230,0,0,0
Last active day,Unlocked first achievement,04/05/13,-87,-58,-31,-17,-4,0,267,0,0,0
Last active day,Unlocked first achievement,04/06/13,-96,-50,-37,-15,-4,0,227,0,0,0
Last active day,Unlocked first achievement,04/07/13,-82,-53,-37,-16,-4,0,217,0,0,0
Last active day,Unlocked first achievement,04/08/13,-88,-59,-29,-14,-4,0,243,0,0,0
Last active day,Unlocked first achievement,04/09/13,-78,-72,-37,-19,-5,0,284,0,0,0
Last active day,Unlocked first achievement,04/10/13,-75,-54,-44,-15,-4,0,195,0,0,0
Last active day,Unlocked first achievement,04/11/13,-88,-61,-34,-21,-6,0,210,0,0,0
Last active day,Unlocked first achievement,04/12/13,-107,-73,-36,-16,-5,0,221,0,0,0
Last active day,Unlocked first achievement,04/13/13,-77,-75,-43,-16,-7,0,276,0,0,0
Last active day,Unlocked first achievement,04/14/13,-86,-57,-41,-23,-6,0,284,0,0,0
Last active day,Unlocked first achievement,04/15/13,-92,-71,-41,-22,-7,0,282,0,0,0
Last active day,Unlocked first achievement,04/16/13,-90,-67,-40,-23,-6,0,257,0,0,0
Last active day,Unlocked first achievement,04/17/13,-82,-62,-45,-25,-7,0,283,0,0,0
Last active day,Unlocked first achievement,04/18/13,-111,-76,-49,-24,-8,-1,259,0,0,0
Last active day,Unlocked first achievement,04/19/13,-115,-80,-38,-24,-8,0,283,0,0,0
Last active day,Unlocked first achievement,04/20/13,-90,-71,-44,-20,-9,-1,271,0,0,0
Last active day,Unlocked first achievement,04/21/13,-87,-66,-45,-24,-8,-1,225,0,0,0
Last active day,Unlocked first achievement,04/22/13,-87,-59,-39,-21,-10,-1,272,0,0,0
Last active day,Unlocked first achievement,04/23/13,-102,-69,-39,-30,-11,-1,240,0,0,0
Last active day,Unlocked first achievement,04/24/13,-120,-73,-55,-26,-10,-1,200,0,0,0
Last active day,Unlocked first achievement,04/25/13,-93,-75,-41,-22,-12,-1,250,0,0,0
Last active day,Unlocked first achievement,04/26/13,-33,-61,-53,-32,-13,-2,214,0,0,0
Last active day,Unlocked first achievement,04/27/13,0,-78,-50,-24,-11,-2,241,0,0,0
Last active day,Unlocked first achievement,04/28/13,0,-84,-56,-25,-13,-2,226,0,0,0
Last active day,Unlocked first achievement,04/29/13,0,-85,-50,-25,-12,-2,239,0,0,0
Last active day,Unlocked first achievement,04/30/13,0,-71,-58,-24,-15,-2,259,0,0,0
Last active day,Unlocked first achievement,05/01/13,0,-84,-61,-31,-15,-3,245,0,0,0
Last active day,Unlocked first achievement,05/02/13,0,-78,-63,-26,-11,-3,257,0,0,0
Last active day,Unlocked first achievement,05/03/13,0,-96,-52,-26,-12,-3,0,232,0,0
Last active day,Unlocked first achievement,05/04/13,0,-72,-50,-38,-12,-4,0,230,0,0
